dice,iou,accuracy,precision,recall,filename,error
0.21721875759293754,0.12184263129202254,0.8689100477430556,0.12442011504917425,0.8546845124282982,RGB_mo097_2018_n_13_14_0.png,0.13108995225694442
0.09887615567735149,0.05200931857891671,0.8896145290798612,0.052332395686826065,0.8938938938938938,RGB_mo097_2018_n_13_18_0.png,0.11038547092013884
0.026552006915046875,0.013454627133872417,0.7021416558159722,0.013529996385977593,0.7072018890200709,RGB_mo097_2018_n_14_10_0.png,0.2978583441840278
0.295519967565376,0.17337836873528223,0.7643229166666666,0.17863444760317615,0.8549143795449214,RGB_mo097_2018_n_14_16_0.png,0.23567708333333337
0.07428311333636778,0.03857426491443699,0.7931111653645834,0.03894120641384576,0.8036769533814839,RGB_mo103_2020_n_01_01_0.png,0.20688883463541663
0.176724615214262,0.09692700109316167,0.8991563585069444,0.09871350816427511,0.8426610348468849,RGB_mo103_2020_n_01_09_0.png,0.10084364149305558
0.0628099173553719,0.032423208191126277,0.79620361328125,0.03265663510182903,0.8193653376729048,RGB_mo103_2020_n_01_13_0.png,0.20379638671875
0.36969993476842794,0.22676803040912275,0.8951551649305556,0.23778057478498008,0.8304029304029305,RGB_mo103_2020_n_02_06_0.png,0.10484483506944442
0.2824685293214615,0.164461923489453,0.95245361328125,0.16570605187319884,0.9563409563409564,RGB_mo103_2020_n_03_03_0.png,0.04754638671875
0.21072536116783905,0.11777138992221846,0.9292331271701388,0.11914129319192611,0.9110529758011773,RGB_mo103_2020_n_03_04_0.png,0.07076687282986116
0.22830779370571758,0.12886425356199546,0.8411933051215278,0.13201219512195123,0.8438489646772229,RGB_mo103_2020_n_03_09_0.png,0.1588066948784722
0.11311409738155068,0.05994750250907126,0.8348456488715278,0.06070200125078174,0.8282666666666667,RGB_mo103_2020_n_04_09_0.png,0.1651543511284722
0.08542279093895902,0.044617052023121384,0.7847900390625,0.04514438893627391,0.7925133689839572,RGB_mo103_2020_n_05_01_0.png,0.2152099609375
0.15245386030502642,0.08251694343622523,0.8062879774305556,0.0837462511409571,0.8489755452742895,RGB_mo103_2020_n_05_08_0.png,0.19371202256944442
0.0929757343550447,0.048754353067238146,0.7591824001736112,0.05004949950500495,0.6532663316582915,RGB_mo103_2020_n_05_09_0.png,0.24081759982638884
0.08368466098202682,0.04366956694346114,0.8039618598090278,0.04391801969656641,0.8853118712273642,RGB_mo103_2020_n_06_01_0.png,0.1960381401909722
0.11414438089349203,0.060526574641791536,0.8056844075520834,0.061231259121666444,0.8402366863905325,RGB_mo103_2020_n_06_04_0.png,0.19431559244791663
0.20308538756135713,0.11301894155434815,0.7996148003472222,0.11580339566929133,0.8245729303547963,RGB_mo103_2020_n_06_05_0.png,0.2003851996527778
0.16571442231837633,0.09034276032842435,0.7633260091145834,0.09267379679144384,0.7822162040171519,RGB_mo103_2020_n_07_13_0.png,0.23667399088541663
0.34872749844816886,0.21118712878730922,0.9288465711805556,0.21788706174371703,0.8729024238657551,RGB_mo103_2020_n_08_06_0.png,0.07115342881944442
0.39369158878504673,0.24509090909090908,0.9507242838541666,0.2559678819444444,0.8522398843930635,RGB_mo103_2020_n_09_10_0.png,0.04927571614583337
0.05245825870934196,0.026935627410264017,0.7775472005208334,0.027120669056152926,0.7978910369068541,RGB_mo103_2020_n_10_04_0.png,0.22245279947916663
0.06606081789584062,0.03415868425808784,0.8550347222222222,0.03435738956553354,0.8552036199095022,RGB_mo103_2020_n_10_07_0.png,0.1449652777777778
0.28397407241841754,0.16548355584500163,0.9130995008680556,0.17168918918918918,0.8207364341085271,RGB_mo103_2020_n_10_09_0.png,0.08690049913194442
0.23039699782737508,0.13019699760031253,0.7886013454861112,0.1338343276732446,0.827304964539007,RGB_mo103_2020_n_14_06_0.png,0.21139865451388884
0.39703012707629337,0.24768408551068882,0.9140828450520834,0.26049213090182366,0.834366873374675,RGB_mo103_2020_n_14_08_0.png,0.08591715494791663
0.06415116346882836,0.03313851900945954,0.7823486328125,0.03353249603706865,0.738255033557047,RGB_mo103_2020_n_15_09_0.png,0.2176513671875
0.2962368672397326,0.17387209615212126,0.8750745985243056,0.17982374768089054,0.8400866738894908,RGB_mo119_2022_n_01_02_0.png,0.12492540147569442
0.13970043007563399,0.07509566326530612,0.8426378038194444,0.07742890021371034,0.7136363636363636,RGB_mo119_2022_n_01_06_0.png,0.15736219618055558
